Location,Account,Campaign,Platform
25 miles around Lat: 27.27 Long: -80.36,CGDR,Nationwide,BING
25 miles around Lat: 27.64 Long: -80.39,CGDR,Nationwide,BING
25 miles around Lat: 28.03 Long: -80.59,CGDR,Nationwide,BING
25 miles around Lat: 28.04 Long: -81.95,CGDR,Nationwide,BING
25 miles around Lat: 28.48 Long: -82.54,CGDR,Nationwide,BING
25 miles around Lat: 28.66 Long: -82.11,CGDR,Nationwide,BING
25 miles around Lat: 30.33 Long: -81.66,CGDR,Nationwide,BING
25 miles around Lat: 36.16 Long: -85.5,CGDR,Nationwide,BING
25 miles around Lat: 43.05 Long: -76.98,CGDR,Nationwide,BING
25 miles around Lat: 43.25 Long: -78.19,CGDR,Nationwide,BING
25 miles around Lat: 44.94 Long: -123.04,CGDR,Nationwide,BING
"25 miles around Newport News, Virginia, United States",CGDR,Nationwide,BING
"25 miles around Norfolk, Virginia, United States",CGDR,Nationwide,BING
"25 miles around Petersburg, Virginia, United States",CGDR,Nationwide,BING
"25 miles around Richmond, Virginia, United States",CGDR,Nationwide,BING
"25 miles around Rushmere, Virginia, United States",CGDR,Nationwide,BING
"25 miles around Suffolk, Virginia, United States",CGDR,Nationwide,BING
"25 miles around Varina, VA",CGDR,Nationwide,BING
"25 miles around Virginia Beach, Virginia, United States",CGDR,Nationwide,BING
"25 miles around Ware Neck, VA",CGDR,Nationwide,BING
"25 miles around Williamsburg, Virginia, United States",CGDR,Nationwide,BING
"30 miles around Albany, NY",CGDR,Nationwide,BING
"30 miles around Capac, Michigan, United States",CGDR,Nationwide,BING
"30 miles around Fresno, California, United States",CGDR,Nationwide,BING
"30 miles around Grand Rapids, Michigan, United States",CGDR,Nationwide,BING
"30 miles around Kalamazoo, MI",CGDR,Nationwide,BING
"30 miles around Kansas City, Kansas, United States",CGDR,Nationwide,BING
"30 miles around Kansas City, Missouri, United States",CGDR,Nationwide,BING
30 miles around Lat: 26.64 Long: -81.86,CGDR,Nationwide,BING
30 miles around Lat: 27.5 Long: -82.57,CGDR,Nationwide,BING
30 miles around Lat: 29.1 Long: -82.02,CGDR,Nationwide,BING
30 miles around Lat: 33.75 Long: -84.39,CGDR,Nationwide,BING
30 miles around Lat: 33.82 Long: -116.51,CGDR,Nationwide,BING
30 miles around Lat: 34.05 Long: -118.24,CGDR,Nationwide,BING
30 miles around Lat: 34.1 Long: -117.29,CGDR,Nationwide,BING
30 miles around Lat: 34.28 Long: -118.44,CGDR,Nationwide,BING
30 miles around Lat: 35.78 Long: -78.64,CGDR,Nationwide,BING
30 miles around Lat: 38.66 Long: -77.25,CGDR,Nationwide,BING
30 miles around Lat: 38.84 Long: -104.82,CGDR,Nationwide,BING
30 miles around Lat: 39.74 Long: -104.99,CGDR,Nationwide,BING
30 miles around Lat: 39.95 Long: -75.17,CGDR,Nationwide,BING
30 miles around Lat: 40.59 Long: -105.08,CGDR,Nationwide,BING
30 miles around Lat: 45.52 Long: -122.68,CGDR,Nationwide,BING
30 miles around Lat: 47.26 Long: -122.44,CGDR,Nationwide,BING
30 miles around Lat: 47.61 Long: -122.33,CGDR,Nationwide,BING
30 miles around Lat: 48.4 Long: -122.24,CGDR,Nationwide,BING
"30 miles around Pittsburgh, PA",CGDR,Nationwide,BING
35 miles around Lat: 27.95 Long: -82.46,CGDR,Nationwide,BING
"40 miles around Ann Arbor, Michigan, United States",CGDR,Nationwide,BING
"40 miles around Boise, Idaho, United States",CGDR,Nationwide,BING
"40 miles around Charlotte, North Carolina, United States",CGDR,Nationwide,BING
"40 miles around Cleveland, Ohio, United States",CGDR,Nationwide,BING
"40 miles around Frankfort, Kentucky, United States",CGDR,Nationwide,BING
"40 miles around Lansing, Michigan, United States",CGDR,Nationwide,BING
40 miles around Lat: 28.54 Long: -81.38,CGDR,Nationwide,BING
40 miles around Lat: 29.76 Long: -95.37,CGDR,Nationwide,BING
40 miles around Lat: 30.27 Long: -97.74,CGDR,Nationwide,BING
40 miles around Lat: 35.22 Long: -80.84,CGDR,Nationwide,BING
40 miles around Lat: 36.17 Long: -115.14,CGDR,Nationwide,BING
40 miles around Lat: 38.63 Long: -90.2,CGDR,Nationwide,BING
"40 miles around Lexington, Kentucky, United States",CGDR,Nationwide,BING
"40 miles around Louisville, Kentucky, United States",CGDR,Nationwide,BING
"40 miles around Statesville, North Carolina, United States",CGDR,Nationwide,BING
"50 miles around Albany, NY",CGDR,Nationwide,BING
50 miles around Lat: 32.78 Long: -96.8,CGDR,Nationwide,BING
50 miles around Lat: 36.16 Long: -86.78,CGDR,Nationwide,BING
50 miles around Lat: 39.29 Long: -76.61,CGDR,Nationwide,BING
50 miles around Lat: 40.76 Long: -111.89,CGDR,Nationwide,BING
50 miles around Lat: 41.88 Long: -87.63,CGDR,Nationwide,BING
50 miles around Lat: 43.04 Long: -87.91,CGDR,Nationwide,BING
"53 miles around New Orleans, LA",CGDR,Nationwide,BING
"55 miles around Minneapolis, Minnesota, United States",CGDR,Nationwide,BING
60 miles around Lat: 33.45 Long: -112.08,CGDR,Nationwide,BING
"65 miles around Columbus, OH",CGDR,Nationwide,BING
"93111, California, United States (zip code)",CGDR,Nationwide,BING
"93117, California, United States (zip code)",CGDR,Nationwide,BING
"93401, California, United States (zip code)",CGDR,Nationwide,BING
"93402, California, United States (zip code)",CGDR,Nationwide,BING
"93405, California, United States (zip code)",CGDR,Nationwide,BING
"93420, California, United States (zip code)",CGDR,Nationwide,BING
"93422, California, United States (zip code)",CGDR,Nationwide,BING
"93424, California, United States (zip code)",CGDR,Nationwide,BING
"93427, California, United States (zip code)",CGDR,Nationwide,BING
"93428, California, United States (zip code)",CGDR,Nationwide,BING
"93429, California, United States (zip code)",CGDR,Nationwide,BING
"93430, California, United States (zip code)",CGDR,Nationwide,BING
"93432, California, United States (zip code)",CGDR,Nationwide,BING
"93433, California, United States (zip code)",CGDR,Nationwide,BING
"93434, California, United States (zip code)",CGDR,Nationwide,BING
"93435, California, United States (zip code)",CGDR,Nationwide,BING
"93436, California, United States (zip code)",CGDR,Nationwide,BING
"93437, California, United States (zip code)",CGDR,Nationwide,BING
