Location,Account,Campaign,Platform
"06878, Connecticut, United States",D&R,Connecticut,GOOGLE
"06256, Connecticut, United States",D&R,Connecticut,GOOGLE
"06118, Connecticut, United States",D&R,Connecticut,GOOGLE
"06089, Connecticut, United States",D&R,Connecticut,GOOGLE
"06241, Connecticut, United States",D&R,Connecticut,GOOGLE
"06418, Connecticut, United States",D&R,Connecticut,GOOGLE
"06067, Connecticut, United States",D&R,Connecticut,GOOGLE
"06416, Connecticut, United States",D&R,Connecticut,GOOGLE
"06468, Connecticut, United States",D&R,Connecticut,GOOGLE
"06413, Connecticut, United States",D&R,Connecticut,GOOGLE
"06031, Connecticut, United States",D&R,Connecticut,GOOGLE
"06063, Connecticut, United States",D&R,Connecticut,GOOGLE
"06108, Connecticut, United States",D&R,Connecticut,GOOGLE
"06604, Connecticut, United States",D&R,Connecticut,GOOGLE
"06481, Connecticut, United States",D&R,Connecticut,GOOGLE
"06810, Connecticut, United States",D&R,Connecticut,GOOGLE
"06825, Connecticut, United States",D&R,Connecticut,GOOGLE
"06351, Connecticut, United States",D&R,Connecticut,GOOGLE
"06883, Connecticut, United States",D&R,Connecticut,GOOGLE
"06763, Connecticut, United States",D&R,Connecticut,GOOGLE
"06405, Connecticut, United States",D&R,Connecticut,GOOGLE
"06039, Connecticut, United States",D&R,Connecticut,GOOGLE
"06073, Connecticut, United States",D&R,Connecticut,GOOGLE
"06608, Connecticut, United States",D&R,Connecticut,GOOGLE
"06472, Connecticut, United States",D&R,Connecticut,GOOGLE
"06336, Connecticut, United States",D&R,Connecticut,GOOGLE
"06910, Connecticut, United States",D&R,Connecticut,GOOGLE
"06793, Connecticut, United States",D&R,Connecticut,GOOGLE
"06791, Connecticut, United States",D&R,Connecticut,GOOGLE
"06790, Connecticut, United States",D&R,Connecticut,GOOGLE
"06057, Connecticut, United States",D&R,Connecticut,GOOGLE
"06614, Connecticut, United States",D&R,Connecticut,GOOGLE
"06281, Connecticut, United States",D&R,Connecticut,GOOGLE
"06060, Connecticut, United States",D&R,Connecticut,GOOGLE
"06120, Connecticut, United States",D&R,Connecticut,GOOGLE
"06001, Connecticut, United States",D&R,Connecticut,GOOGLE
"06096, Connecticut, United States",D&R,Connecticut,GOOGLE
"06831, Connecticut, United States",D&R,Connecticut,GOOGLE
"06785, Connecticut, United States",D&R,Connecticut,GOOGLE
"06479, Connecticut, United States",D&R,Connecticut,GOOGLE
"06488, Connecticut, United States",D&R,Connecticut,GOOGLE
"06248, Connecticut, United States",D&R,Connecticut,GOOGLE
"06091, Connecticut, United States",D&R,Connecticut,GOOGLE
"06897, Connecticut, United States",D&R,Connecticut,GOOGLE
"06516, Connecticut, United States",D&R,Connecticut,GOOGLE
"06266, Connecticut, United States",D&R,Connecticut,GOOGLE
"06437, Connecticut, United States",D&R,Connecticut,GOOGLE
"06511, Connecticut, United States",D&R,Connecticut,GOOGLE
"06335, Connecticut, United States",D&R,Connecticut,GOOGLE
"06106, Connecticut, United States",D&R,Connecticut,GOOGLE
"06339, Connecticut, United States",D&R,Connecticut,GOOGLE
"06812, Connecticut, United States",D&R,Connecticut,GOOGLE
"06514, Connecticut, United States",D&R,Connecticut,GOOGLE
"06051, Connecticut, United States",D&R,Connecticut,GOOGLE
"06095, Connecticut, United States",D&R,Connecticut,GOOGLE
"06905, Connecticut, United States",D&R,Connecticut,GOOGLE
"06779, Connecticut, United States",D&R,Connecticut,GOOGLE
"06231, Connecticut, United States",D&R,Connecticut,GOOGLE
"06708, Connecticut, United States",D&R,Connecticut,GOOGLE
"06401, Connecticut, United States",D&R,Connecticut,GOOGLE
"06066, Connecticut, United States",D&R,Connecticut,GOOGLE
"06029, Connecticut, United States",D&R,Connecticut,GOOGLE
"06093, Connecticut, United States",D&R,Connecticut,GOOGLE
"06114, Connecticut, United States",D&R,Connecticut,GOOGLE
"06069, Connecticut, United States",D&R,Connecticut,GOOGLE
"06830, Connecticut, United States",D&R,Connecticut,GOOGLE
"06403, Connecticut, United States",D&R,Connecticut,GOOGLE
"06605, Connecticut, United States",D&R,Connecticut,GOOGLE
"06268, Connecticut, United States",D&R,Connecticut,GOOGLE
"06238, Connecticut, United States",D&R,Connecticut,GOOGLE
"06794, Connecticut, United States",D&R,Connecticut,GOOGLE
"06712, Connecticut, United States",D&R,Connecticut,GOOGLE
"06016, Connecticut, United States",D&R,Connecticut,GOOGLE
"06282, Connecticut, United States",D&R,Connecticut,GOOGLE
"06365, Connecticut, United States",D&R,Connecticut,GOOGLE
"06877, Connecticut, United States",D&R,Connecticut,GOOGLE
"06470, Connecticut, United States",D&R,Connecticut,GOOGLE
"06112, Connecticut, United States",D&R,Connecticut,GOOGLE
"06235, Connecticut, United States",D&R,Connecticut,GOOGLE
"06451, Connecticut, United States",D&R,Connecticut,GOOGLE
"06250, Connecticut, United States",D&R,Connecticut,GOOGLE
"06475, Connecticut, United States",D&R,Connecticut,GOOGLE
"06525, Connecticut, United States",D&R,Connecticut,GOOGLE
"06062, Connecticut, United States",D&R,Connecticut,GOOGLE
"06074, Connecticut, United States",D&R,Connecticut,GOOGLE
"06518, Connecticut, United States",D&R,Connecticut,GOOGLE
"06377, Connecticut, United States",D&R,Connecticut,GOOGLE
"06610, Connecticut, United States",D&R,Connecticut,GOOGLE
"06443, Connecticut, United States",D&R,Connecticut,GOOGLE
"06385, Connecticut, United States",D&R,Connecticut,GOOGLE
"06065, Connecticut, United States",D&R,Connecticut,GOOGLE
"06249, Connecticut, United States",D&R,Connecticut,GOOGLE
"06612, Connecticut, United States",D&R,Connecticut,GOOGLE
"06043, Connecticut, United States",D&R,Connecticut,GOOGLE
"06035, Connecticut, United States",D&R,Connecticut,GOOGLE
"06032, Connecticut, United States",D&R,Connecticut,GOOGLE
"06484, Connecticut, United States",D&R,Connecticut,GOOGLE
"06489, Connecticut, United States",D&R,Connecticut,GOOGLE
"06447, Connecticut, United States",D&R,Connecticut,GOOGLE
"06111, Connecticut, United States",D&R,Connecticut,GOOGLE
"06053, Connecticut, United States",D&R,Connecticut,GOOGLE
"06752, Connecticut, United States",D&R,Connecticut,GOOGLE
"06480, Connecticut, United States",D&R,Connecticut,GOOGLE
"06042, Connecticut, United States",D&R,Connecticut,GOOGLE
"06513, Connecticut, United States",D&R,Connecticut,GOOGLE
"06360, Connecticut, United States",D&R,Connecticut,GOOGLE
"06076, Connecticut, United States",D&R,Connecticut,GOOGLE
"06040, Connecticut, United States",D&R,Connecticut,GOOGLE
"06023, Connecticut, United States",D&R,Connecticut,GOOGLE
"06237, Connecticut, United States",D&R,Connecticut,GOOGLE
"06071, Connecticut, United States",D&R,Connecticut,GOOGLE
"06375, Connecticut, United States",D&R,Connecticut,GOOGLE
"06119, Connecticut, United States",D&R,Connecticut,GOOGLE
"06517, Connecticut, United States",D&R,Connecticut,GOOGLE
"06757, Connecticut, United States",D&R,Connecticut,GOOGLE
"06370, Connecticut, United States",D&R,Connecticut,GOOGLE
"06820, Connecticut, United States",D&R,Connecticut,GOOGLE
"06461, Connecticut, United States",D&R,Connecticut,GOOGLE
"06706, Connecticut, United States",D&R,Connecticut,GOOGLE
"06824, Connecticut, United States",D&R,Connecticut,GOOGLE
"06854, Connecticut, United States",D&R,Connecticut,GOOGLE
"06417, Connecticut, United States",D&R,Connecticut,GOOGLE
"06412, Connecticut, United States",D&R,Connecticut,GOOGLE
"06759, Connecticut, United States",D&R,Connecticut,GOOGLE
"06013, Connecticut, United States",D&R,Connecticut,GOOGLE
"06380, Connecticut, United States",D&R,Connecticut,GOOGLE
"06482, Connecticut, United States",D&R,Connecticut,GOOGLE
"06492, Connecticut, United States",D&R,Connecticut,GOOGLE
"06801, Connecticut, United States",D&R,Connecticut,GOOGLE
"06762, Connecticut, United States",D&R,Connecticut,GOOGLE
"06469, Connecticut, United States",D&R,Connecticut,GOOGLE
"06259, Connecticut, United States",D&R,Connecticut,GOOGLE
"06755, Connecticut, United States",D&R,Connecticut,GOOGLE
"06850, Connecticut, United States",D&R,Connecticut,GOOGLE
"06384, Connecticut, United States",D&R,Connecticut,GOOGLE
"06901, Connecticut, United States",D&R,Connecticut,GOOGLE
"06456, Connecticut, United States",D&R,Connecticut,GOOGLE
"06750, Connecticut, United States",D&R,Connecticut,GOOGLE
"06705, Connecticut, United States",D&R,Connecticut,GOOGLE
"06787, Connecticut, United States",D&R,Connecticut,GOOGLE
"06260, Connecticut, United States",D&R,Connecticut,GOOGLE
"06357, Connecticut, United States",D&R,Connecticut,GOOGLE
"06105, Connecticut, United States",D&R,Connecticut,GOOGLE
"06371, Connecticut, United States",D&R,Connecticut,GOOGLE
"06460, Connecticut, United States",D&R,Connecticut,GOOGLE
"06010, Connecticut, United States",D&R,Connecticut,GOOGLE
"06037, Connecticut, United States",D&R,Connecticut,GOOGLE
"06262, Connecticut, United States",D&R,Connecticut,GOOGLE
"06903, Connecticut, United States",D&R,Connecticut,GOOGLE
"06109, Connecticut, United States",D&R,Connecticut,GOOGLE
"06524, Connecticut, United States",D&R,Connecticut,GOOGLE
"06334, Connecticut, United States",D&R,Connecticut,GOOGLE
"06478, Connecticut, United States",D&R,Connecticut,GOOGLE
"06279, Connecticut, United States",D&R,Connecticut,GOOGLE
"06019, Connecticut, United States",D&R,Connecticut,GOOGLE
"06756, Connecticut, United States",D&R,Connecticut,GOOGLE
"06277, Connecticut, United States",D&R,Connecticut,GOOGLE
"06320, Connecticut, United States",D&R,Connecticut,GOOGLE
"06354, Connecticut, United States",D&R,Connecticut,GOOGLE
"06782, Connecticut, United States",D&R,Connecticut,GOOGLE
"06770, Connecticut, United States",D&R,Connecticut,GOOGLE
"06415, Connecticut, United States",D&R,Connecticut,GOOGLE
"06239, Connecticut, United States",D&R,Connecticut,GOOGLE
"06426, Connecticut, United States",D&R,Connecticut,GOOGLE
"06751, Connecticut, United States",D&R,Connecticut,GOOGLE
"06333, Connecticut, United States",D&R,Connecticut,GOOGLE
"06018, Connecticut, United States",D&R,Connecticut,GOOGLE
"06615, Connecticut, United States",D&R,Connecticut,GOOGLE
"06070, Connecticut, United States",D&R,Connecticut,GOOGLE
"06855, Connecticut, United States",D&R,Connecticut,GOOGLE
"06906, Connecticut, United States",D&R,Connecticut,GOOGLE
"06473, Connecticut, United States",D&R,Connecticut,GOOGLE
"06786, Connecticut, United States",D&R,Connecticut,GOOGLE
"06853, Connecticut, United States",D&R,Connecticut,GOOGLE
"06092, Connecticut, United States",D&R,Connecticut,GOOGLE
"06611, Connecticut, United States",D&R,Connecticut,GOOGLE
"06716, Connecticut, United States",D&R,Connecticut,GOOGLE
"06264, Connecticut, United States",D&R,Connecticut,GOOGLE
"06103, Connecticut, United States",D&R,Connecticut,GOOGLE
"06255, Connecticut, United States",D&R,Connecticut,GOOGLE
"06254, Connecticut, United States",D&R,Connecticut,GOOGLE
"06085, Connecticut, United States",D&R,Connecticut,GOOGLE
"06024, Connecticut, United States",D&R,Connecticut,GOOGLE
"06438, Connecticut, United States",D&R,Connecticut,GOOGLE
"06027, Connecticut, United States",D&R,Connecticut,GOOGLE
"06442, Connecticut, United States",D&R,Connecticut,GOOGLE
"06410, Connecticut, United States",D&R,Connecticut,GOOGLE
"06455, Connecticut, United States",D&R,Connecticut,GOOGLE
"06424, Connecticut, United States",D&R,Connecticut,GOOGLE
"06117, Connecticut, United States",D&R,Connecticut,GOOGLE
"06052, Connecticut, United States",D&R,Connecticut,GOOGLE
"06110, Connecticut, United States",D&R,Connecticut,GOOGLE
"06088, Connecticut, United States",D&R,Connecticut,GOOGLE
"06098, Connecticut, United States",D&R,Connecticut,GOOGLE
"06084, Connecticut, United States",D&R,Connecticut,GOOGLE
"06519, Connecticut, United States",D&R,Connecticut,GOOGLE
"06002, Connecticut, United States",D&R,Connecticut,GOOGLE
"06082, Connecticut, United States",D&R,Connecticut,GOOGLE
"06450, Connecticut, United States",D&R,Connecticut,GOOGLE
"06796, Connecticut, United States",D&R,Connecticut,GOOGLE
"06107, Connecticut, United States",D&R,Connecticut,GOOGLE
"06483, Connecticut, United States",D&R,Connecticut,GOOGLE
"06807, Connecticut, United States",D&R,Connecticut,GOOGLE
"06907, Connecticut, United States",D&R,Connecticut,GOOGLE
"06350, Connecticut, United States",D&R,Connecticut,GOOGLE
"06420, Connecticut, United States",D&R,Connecticut,GOOGLE
"06811, Connecticut, United States",D&R,Connecticut,GOOGLE
"06331, Connecticut, United States",D&R,Connecticut,GOOGLE
"06379, Connecticut, United States",D&R,Connecticut,GOOGLE
"06068, Connecticut, United States",D&R,Connecticut,GOOGLE
"06795, Connecticut, United States",D&R,Connecticut,GOOGLE
"06606, Connecticut, United States",D&R,Connecticut,GOOGLE
"06607, Connecticut, United States",D&R,Connecticut,GOOGLE
"06359, Connecticut, United States",D&R,Connecticut,GOOGLE
"06851, Connecticut, United States",D&R,Connecticut,GOOGLE
"06033, Connecticut, United States",D&R,Connecticut,GOOGLE
"06515, Connecticut, United States",D&R,Connecticut,GOOGLE
"06457, Connecticut, United States",D&R,Connecticut,GOOGLE
"06784, Connecticut, United States",D&R,Connecticut,GOOGLE
"06090, Connecticut, United States",D&R,Connecticut,GOOGLE
"06269, Connecticut, United States",D&R,Connecticut,GOOGLE
"06778, Connecticut, United States",D&R,Connecticut,GOOGLE
"06242, Connecticut, United States",D&R,Connecticut,GOOGLE
"06378, Connecticut, United States",D&R,Connecticut,GOOGLE
"06232, Connecticut, United States",D&R,Connecticut,GOOGLE
"06702, Connecticut, United States",D&R,Connecticut,GOOGLE
"06804, Connecticut, United States",D&R,Connecticut,GOOGLE
"06704, Connecticut, United States",D&R,Connecticut,GOOGLE
"06870, Connecticut, United States",D&R,Connecticut,GOOGLE
"06512, Connecticut, United States",D&R,Connecticut,GOOGLE
"06510, Connecticut, United States",D&R,Connecticut,GOOGLE
"06058, Connecticut, United States",D&R,Connecticut,GOOGLE
"06330, Connecticut, United States",D&R,Connecticut,GOOGLE
"06419, Connecticut, United States",D&R,Connecticut,GOOGLE
"06280, Connecticut, United States",D&R,Connecticut,GOOGLE
"06890, Connecticut, United States",D&R,Connecticut,GOOGLE
"06234, Connecticut, United States",D&R,Connecticut,GOOGLE
"06382, Connecticut, United States",D&R,Connecticut,GOOGLE
"06278, Connecticut, United States",D&R,Connecticut,GOOGLE
"06154, Connecticut, United States",D&R,Connecticut,GOOGLE
"06409, Connecticut, United States",D&R,Connecticut,GOOGLE
"06776, Connecticut, United States",D&R,Connecticut,GOOGLE
"06880, Connecticut, United States",D&R,Connecticut,GOOGLE
"06798, Connecticut, United States",D&R,Connecticut,GOOGLE
"06471, Connecticut, United States",D&R,Connecticut,GOOGLE
"06021, Connecticut, United States",D&R,Connecticut,GOOGLE
"06026, Connecticut, United States",D&R,Connecticut,GOOGLE
"06226, Connecticut, United States",D&R,Connecticut,GOOGLE
"06441, Connecticut, United States",D&R,Connecticut,GOOGLE
"06374, Connecticut, United States",D&R,Connecticut,GOOGLE
"06477, Connecticut, United States",D&R,Connecticut,GOOGLE
"06338, Connecticut, United States",D&R,Connecticut,GOOGLE
"06423, Connecticut, United States",D&R,Connecticut,GOOGLE
"06840, Connecticut, United States",D&R,Connecticut,GOOGLE
"06078, Connecticut, United States",D&R,Connecticut,GOOGLE
"06414, Connecticut, United States",D&R,Connecticut,GOOGLE
"06422, Connecticut, United States",D&R,Connecticut,GOOGLE
"06710, Connecticut, United States",D&R,Connecticut,GOOGLE
"06902, Connecticut, United States",D&R,Connecticut,GOOGLE
"06754, Connecticut, United States",D&R,Connecticut,GOOGLE
"06340, Connecticut, United States",D&R,Connecticut,GOOGLE
"06355, Connecticut, United States",D&R,Connecticut,GOOGLE
"06777, Connecticut, United States",D&R,Connecticut,GOOGLE
"06498, Connecticut, United States",D&R,Connecticut,GOOGLE
"06247, Connecticut, United States",D&R,Connecticut,GOOGLE
"06081, Connecticut, United States",D&R,Connecticut,GOOGLE
"03884, New Hampshire, United States",D&R,Maine,GOOGLE
"01922, Massachusetts, United States",D&R,Maine,GOOGLE
"04027, Maine, United States",D&R,Maine,GOOGLE
"04046, Maine, United States",D&R,Maine,GOOGLE
"03902, Maine, United States",D&R,Maine,GOOGLE
"03905, Maine, United States",D&R,Maine,GOOGLE
"01951, Massachusetts, United States",D&R,Maine,GOOGLE
"03811, New Hampshire, United States",D&R,Maine,GOOGLE
"03291, New Hampshire, United States",D&R,Maine,GOOGLE
"03851, New Hampshire, United States",D&R,Maine,GOOGLE
"04050, Maine, United States",D&R,Maine,GOOGLE
"03037, New Hampshire, United States",D&R,Maine,GOOGLE
"03878, New Hampshire, United States",D&R,Maine,GOOGLE
"04097, Maine, United States",D&R,Maine,GOOGLE
"04110, Maine, United States",D&R,Maine,GOOGLE
"03034, New Hampshire, United States",D&R,Maine,GOOGLE
"03827, New Hampshire, United States",D&R,Maine,GOOGLE
"03823, New Hampshire, United States",D&R,Maine,GOOGLE
"01860, Massachusetts, United States",D&R,Maine,GOOGLE
"01835, Massachusetts, United States",D&R,Maine,GOOGLE
"03841, New Hampshire, United States",D&R,Maine,GOOGLE
"04105, Maine, United States",D&R,Maine,GOOGLE
"04093, Maine, United States",D&R,Maine,GOOGLE
"04042, Maine, United States",D&R,Maine,GOOGLE
"01929, Massachusetts, United States",D&R,Maine,GOOGLE
"03032, New Hampshire, United States",D&R,Maine,GOOGLE
"04005, Maine, United States",D&R,Maine,GOOGLE
"03824, New Hampshire, United States",D&R,Maine,GOOGLE
"03053, New Hampshire, United States",D&R,Maine,GOOGLE
"04062, Maine, United States",D&R,Maine,GOOGLE
"03261, New Hampshire, United States",D&R,Maine,GOOGLE
"03038, New Hampshire, United States",D&R,Maine,GOOGLE
"04002, Maine, United States",D&R,Maine,GOOGLE
"04090, Maine, United States",D&R,Maine,GOOGLE
"04048, Maine, United States",D&R,Maine,GOOGLE
"01938, Massachusetts, United States",D&R,Maine,GOOGLE
"04083, Maine, United States",D&R,Maine,GOOGLE
"01913, Massachusetts, United States",D&R,Maine,GOOGLE
"04043, Maine, United States",D&R,Maine,GOOGLE
"01969, Massachusetts, United States",D&R,Maine,GOOGLE
"01921, Massachusetts, United States",D&R,Maine,GOOGLE
"04108, Maine, United States",D&R,Maine,GOOGLE
"04017, Maine, United States",D&R,Maine,GOOGLE
"03842, New Hampshire, United States",D&R,Maine,GOOGLE
"03869, New Hampshire, United States",D&R,Maine,GOOGLE
"03901, Maine, United States",D&R,Maine,GOOGLE
"03856, New Hampshire, United States",D&R,Maine,GOOGLE
"04003, Maine, United States",D&R,Maine,GOOGLE
"04021, Maine, United States",D&R,Maine,GOOGLE
"03848, New Hampshire, United States",D&R,Maine,GOOGLE
"03044, New Hampshire, United States",D&R,Maine,GOOGLE
"03087, New Hampshire, United States",D&R,Maine,GOOGLE
"03903, Maine, United States",D&R,Maine,GOOGLE
"01844, Massachusetts, United States",D&R,Maine,GOOGLE
"01833, Massachusetts, United States",D&R,Maine,GOOGLE
"01830, Massachusetts, United States",D&R,Maine,GOOGLE
"03873, New Hampshire, United States",D&R,Maine,GOOGLE
"01952, Massachusetts, United States",D&R,Maine,GOOGLE
"03079, New Hampshire, United States",D&R,Maine,GOOGLE
"04107, Maine, United States",D&R,Maine,GOOGLE
"03826, New Hampshire, United States",D&R,Maine,GOOGLE
"04019, Maine, United States",D&R,Maine,GOOGLE
"04061, Maine, United States",D&R,Maine,GOOGLE
"03801, New Hampshire, United States",D&R,Maine,GOOGLE
"03906, Maine, United States",D&R,Maine,GOOGLE
"03867, New Hampshire, United States",D&R,Maine,GOOGLE
"03839, New Hampshire, United States",D&R,Maine,GOOGLE
"04069, Maine, United States",D&R,Maine,GOOGLE
"03042, New Hampshire, United States",D&R,Maine,GOOGLE
"04011, Maine, United States",D&R,Maine,GOOGLE
"01834, Massachusetts, United States",D&R,Maine,GOOGLE
"04096, Maine, United States",D&R,Maine,GOOGLE
"03854, New Hampshire, United States",D&R,Maine,GOOGLE
"03844, New Hampshire, United States",D&R,Maine,GOOGLE
"03835, New Hampshire, United States",D&R,Maine,GOOGLE
"03825, New Hampshire, United States",D&R,Maine,GOOGLE
"04076, Maine, United States",D&R,Maine,GOOGLE
"03858, New Hampshire, United States",D&R,Maine,GOOGLE
"03833, New Hampshire, United States",D&R,Maine,GOOGLE
"04087, Maine, United States",D&R,Maine,GOOGLE
"03909, Maine, United States",D&R,Maine,GOOGLE
"03865, New Hampshire, United States",D&R,Maine,GOOGLE
"04072, Maine, United States",D&R,Maine,GOOGLE
"03036, New Hampshire, United States",D&R,Maine,GOOGLE
"04038, Maine, United States",D&R,Maine,GOOGLE
"03819, New Hampshire, United States",D&R,Maine,GOOGLE
"03820, New Hampshire, United States",D&R,Maine,GOOGLE
"04102, Maine, United States",D&R,Maine,GOOGLE
"01985, Massachusetts, United States",D&R,Maine,GOOGLE
"03907, Maine, United States",D&R,Maine,GOOGLE
"04073, Maine, United States",D&R,Maine,GOOGLE
"04079, Maine, United States",D&R,Maine,GOOGLE
"04039, Maine, United States",D&R,Maine,GOOGLE
"03861, New Hampshire, United States",D&R,Maine,GOOGLE
"04101, Maine, United States",D&R,Maine,GOOGLE
"04030, Maine, United States",D&R,Maine,GOOGLE
"03077, New Hampshire, United States",D&R,Maine,GOOGLE
"04109, Maine, United States",D&R,Maine,GOOGLE
"04103, Maine, United States",D&R,Maine,GOOGLE
"03885, New Hampshire, United States",D&R,Maine,GOOGLE
"03874, New Hampshire, United States",D&R,Maine,GOOGLE
"04092, Maine, United States",D&R,Maine,GOOGLE
"03908, Maine, United States",D&R,Maine,GOOGLE
"01950, Massachusetts, United States",D&R,Maine,GOOGLE
"04084, Maine, United States",D&R,Maine,GOOGLE
"03904, Maine, United States",D&R,Maine,GOOGLE
"01930, Massachusetts, United States",D&R,Maine,GOOGLE
"03857, New Hampshire, United States",D&R,Maine,GOOGLE
"01832, Massachusetts, United States",D&R,Maine,GOOGLE
"03862, New Hampshire, United States",D&R,Maine,GOOGLE
"04066, Maine, United States",D&R,Maine,GOOGLE
"04106, Maine, United States",D&R,Maine,GOOGLE
"04032, Maine, United States",D&R,Maine,GOOGLE
"04049, Maine, United States",D&R,Maine,GOOGLE
"03290, New Hampshire, United States",D&R,Maine,GOOGLE
"04074, Maine, United States",D&R,Maine,GOOGLE
"03840, New Hampshire, United States",D&R,Maine,GOOGLE
"03868, New Hampshire, United States",D&R,Maine,GOOGLE
"03870, New Hampshire, United States",D&R,Maine,GOOGLE
"04064, Maine, United States",D&R,Maine,GOOGLE
"01966, Massachusetts, United States",D&R,Maine,GOOGLE
"20.0|mi|(45.534302, -94.166671) (custom)",D&R,Minneapolis,GOOGLE
"55.0|mi|Minneapolis, MN",D&R,Minneapolis,GOOGLE
"03869, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03857, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03842, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03221, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03861, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03811, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03060, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03063, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03218, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03234, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03052, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03045, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03031, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03110, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03268, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03873, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03087, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03840, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03235, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03261, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03044, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03034, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03237, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03855, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03055, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03835, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03070, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03291, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03874, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03304, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03109, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03841, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03303, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03867, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03229, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03046, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03870, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03825, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03242, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03887, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03064, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03848, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03263, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03086, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03809, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03043, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03062, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03276, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03054, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03824, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03076, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03844, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03275, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03038, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03281, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03053, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03885, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03290, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03278, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03852, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03307, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03051, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03851, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03801, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03868, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03839, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03225, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03820, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03077, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03104, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03037, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03042, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03082, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03301, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03102, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03862, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03057, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03079, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03858, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03103, New Hampshire, United States",D&R,New Hampshire,GOOGLE
