Location,Account,Campaign,Platform
"25.0|mi|(27.099608,-82.450644)",D&R,Nationwide,GOOGLE
"93405, California, United States",D&R,Nationwide,GOOGLE
"20.0|mi|(34.703947,-118.148102)",D&R,Nationwide,GOOGLE
"20.0|mi|(40.017852,-79.589483)",D&R,Nationwide,GOOGLE
"20.0|mi|(36.327450,-119.645684)",D&R,Nationwide,GOOGLE
"Ventura County, California, United States",D&R,Nationwide,GOOGLE
"Detroit, Michigan, United States",D&R,Nationwide,GOOGLE
"San Joaquin County, California, United States",D&R,Nationwide,GOOGLE
"93449, California, United States",D&R,Nationwide,GOOGLE
"25.0|mi|(37.066815,-76.676346)",D&R,Nationwide,GOOGLE
"25.0|mi|(42.035408,-88.282567)",D&R,Nationwide,GOOGLE
"15.0|mi|(32.715738,-117.161084)",D&R,Nationwide,GOOGLE
"25.0|mi|(36.850769,-76.285873)",D&R,Nationwide,GOOGLE
"20.0|mi|(38.891565,-121.293008)",D&R,Nationwide,GOOGLE
"25.0|mi|(28.034462,-80.588665)",D&R,Nationwide,GOOGLE
"12.0|mi|(40.380349,-79.075308)",D&R,Nationwide,GOOGLE
"55.0|mi|(44.977753,-93.265011)",D&R,Nationwide,GOOGLE
"Suffolk County, New York, United States",D&R,Nationwide,GOOGLE
"30.0|mi|(42.970415,-85.672195)",D&R,Nationwide,GOOGLE
"15.0|mi|(43.012527,-83.687456)",D&R,Nationwide,GOOGLE
"Kent County, Delaware, United States",D&R,Nationwide,GOOGLE
"40.0|mi|(38.038909,-84.515266)",D&R,Nationwide,GOOGLE
"40.0|mi|(38.195032,-84.878468)",D&R,Nationwide,GOOGLE
"20.0|mi|(44.636511,-123.105928)",D&R,Nationwide,GOOGLE
"25.0|mi|(37.402640,-76.458559)",D&R,Nationwide,GOOGLE
"40.0|mi|(39.290502,-76.610407)",D&R,Nationwide,GOOGLE
"18.0|mi|(43.170613,-78.690310)",D&R,Nationwide,GOOGLE
"25.0|mi|(43.045658,-76.983859)",D&R,Nationwide,GOOGLE
"15.0|mi|(42.363633,-87.844794)",D&R,Nationwide,GOOGLE
"40.0|mi|(36.171563,-115.139101)",D&R,Nationwide,GOOGLE
"20.0|mi|(41.003672,-80.347009)",D&R,Nationwide,GOOGLE
"Rio Vista, California, United States",D&R,Nationwide,GOOGLE
"93401, California, United States",D&R,Nationwide,GOOGLE
"50.0|mi|(43.041034,-87.909678)",D&R,Nationwide,GOOGLE
"93432, California, United States",D&R,Nationwide,GOOGLE
"40.0|mi|(39.769090,-86.158018)",D&R,Nationwide,GOOGLE
"Marin County, California, United States",D&R,Nationwide,GOOGLE
"15.0|mi|(39.140661,-121.617739)",D&R,Nationwide,GOOGLE
"18.0|mi|(43.156578,-77.608847)",D&R,Nationwide,GOOGLE
"15.0|mi|(34.895796,-117.017283)",D&R,Nationwide,GOOGLE
"Queens County, New York, United States",D&R,Nationwide,GOOGLE
"40.0|mi|(35.227077,-80.840893)",D&R,Nationwide,GOOGLE
"25.0|mi|(37.275731,-76.709805)",D&R,Nationwide,GOOGLE
"Akron, Ohio, United States",D&R,Nationwide,GOOGLE
"California's 12th Congressional District 2022 redistricting, California, United States",D&R,Nationwide,GOOGLE
"Petrer, Valencian Community, Spain",D&R,Nationwide,GOOGLE
"Sacramento County, California, United States",D&R,Nationwide,GOOGLE
"15.0|mi|(41.524951,-88.082970)",D&R,Nationwide,GOOGLE
"Knights Landing, California, United States",D&R,Nationwide,GOOGLE
"20.0|mi|(45.534302,-94.166671)",D&R,Nationwide,GOOGLE
"10.0|mi|(40.211943,-79.198621)",D&R,Nationwide,GOOGLE
"15.0|mi|(40.797463,-81.946001)",D&R,Nationwide,GOOGLE
"25.0|mi|(37.087082,-76.473012)",D&R,Nationwide,GOOGLE
"93117, California, United States",D&R,Nationwide,GOOGLE
"93441, California, United States",D&R,Nationwide,GOOGLE
"15.0|mi|(34.536218,-117.292764)",D&R,Nationwide,GOOGLE
"30.0|mi|(41.883250,-87.632388)",D&R,Nationwide,GOOGLE
"20.0|mi|(33.119207,-117.086421)",D&R,Nationwide,GOOGLE
"93429, California, United States",D&R,Nationwide,GOOGLE
"20.0|mi|(25.761680,-80.191790)",D&R,Nationwide,GOOGLE
"Olivehurst, California, United States",D&R,Nationwide,GOOGLE
"15.0|mi|(41.760585,-88.320072)",D&R,Nationwide,GOOGLE
"East Palo Alto, California, United States",D&R,Nationwide,GOOGLE
"93453, California, United States",D&R,Nationwide,GOOGLE
"93430, California, United States",D&R,Nationwide,GOOGLE
"30.0|mi|(33.750128,-84.388521)",D&R,Nationwide,GOOGLE
"Lucerne Valley, California, United States",D&R,Nationwide,GOOGLE
"20.0|mi|(36.059397,-119.312058)",D&R,Nationwide,GOOGLE
"New Jersey, United States",D&R,Nationwide,GOOGLE
"50.0|mi|(32.776664,-96.796988)",D&R,Nationwide,GOOGLE
"30.0|mi|(42.289653,-85.585628)",D&R,Nationwide,GOOGLE
"25.0|mi|(36.737798,-119.787125)",D&R,Nationwide,GOOGLE
"93463, California, United States",D&R,Nationwide,GOOGLE
"30.0|mi|(47.255134,-122.442000)",D&R,Nationwide,GOOGLE
"50.0|mi|(42.651810,-73.754471)",D&R,Nationwide,GOOGLE
"Sussex County, Delaware, United States",D&R,Nationwide,GOOGLE
"25.0|mi|(28.483168,-82.536987)",D&R,Nationwide,GOOGLE
"93436, California, United States",D&R,Nationwide,GOOGLE
"60.0|mi|(33.448227,-112.077678)",D&R,Nationwide,GOOGLE
"10.0|mi|(41.395049,-82.555173)",D&R,Nationwide,GOOGLE
"30.0|mi|(40.585260,-105.084423)",D&R,Nationwide,GOOGLE
"Nassau County, New York, United States",D&R,Nationwide,GOOGLE
"30.0|mi|(39.739236,-104.990251)",D&R,Nationwide,GOOGLE
"93440, California, United States",D&R,Nationwide,GOOGLE
"Hays County, Texas, United States",D&R,Nationwide,GOOGLE
"Williamson County, Texas, United States",D&R,Nationwide,GOOGLE
"40.0|mi|(43.615019,-116.202314)",D&R,Nationwide,GOOGLE
"25.0|mi|(36.162545,-85.498804)",D&R,Nationwide,GOOGLE
"25.0|mi|(26.122439,-80.137317)",D&R,Nationwide,GOOGLE
"West Sacramento, California, United States",D&R,Nationwide,GOOGLE
"Dunnigan, California, United States",D&R,Nationwide,GOOGLE
"10.0|mi|(30.238529,-90.920099)",D&R,Nationwide,GOOGLE
"30.0|mi|(40.438661,-79.997235)",D&R,Nationwide,GOOGLE
"93427, California, United States",D&R,Nationwide,GOOGLE
"15.0|mi|(39.100730,-120.953276)",D&R,Nationwide,GOOGLE
"25.0|mi|(27.273049,-80.358226)",D&R,Nationwide,GOOGLE
"93465, California, United States",D&R,Nationwide,GOOGLE
"30.0|mi|(38.835314,-104.821601)",D&R,Nationwide,GOOGLE
"30.0|mi|(26.640925,-81.860558)",D&R,Nationwide,GOOGLE
"40.0|mi|(28.538383,-81.378927)",D&R,Nationwide,GOOGLE
"50.0|mi|(36.162664,-86.781602)",D&R,Nationwide,GOOGLE
"40.0|mi|(42.280826,-83.743038)",D&R,Nationwide,GOOGLE
"25.0|mi|(36.728205,-76.583562)",D&R,Nationwide,GOOGLE
"15.0|mi|(33.561262,-117.210518)",D&R,Nationwide,GOOGLE
"92530, California, United States",D&R,California,GOOGLE
"92114, California, United States",D&R,California,GOOGLE
"92121, California, United States",D&R,California,GOOGLE
"95701, California, United States",D&R,California,GOOGLE
"95020, California, United States",D&R,California,GOOGLE
"92373, California, United States",D&R,California,GOOGLE
"90001, California, United States",D&R,California,GOOGLE
"92596, California, United States",D&R,California,GOOGLE
"94903, California, United States",D&R,California,GOOGLE
"95203, California, United States",D&R,California,GOOGLE
"92618, California, United States",D&R,California,GOOGLE
"92553, California, United States",D&R,California,GOOGLE
"91741, California, United States",D&R,California,GOOGLE
"92270, California, United States",D&R,California,GOOGLE
"90260, California, United States",D&R,California,GOOGLE
"92410, California, United States",D&R,California,GOOGLE
"95817, California, United States",D&R,California,GOOGLE
"93023, California, United States",D&R,California,GOOGLE
"91006, California, United States",D&R,California,GOOGLE
"94518, California, United States",D&R,California,GOOGLE
"90640, California, United States",D&R,California,GOOGLE
"92123, California, United States",D&R,California,GOOGLE
"92116, California, United States",D&R,California,GOOGLE
"91701, California, United States",D&R,California,GOOGLE
"92382, California, United States",D&R,California,GOOGLE
"92404, California, United States",D&R,California,GOOGLE
"94108, California, United States",D&R,California,GOOGLE
"94030, California, United States",D&R,California,GOOGLE
"92626, California, United States",D&R,California,GOOGLE
"95722, California, United States",D&R,California,GOOGLE
"93618, California, United States",D&R,California,GOOGLE
"95215, California, United States",D&R,California,GOOGLE
"92504, California, United States",D&R,California,GOOGLE
"92801, California, United States",D&R,California,GOOGLE
"92352, California, United States",D&R,California,GOOGLE
"92113, California, United States",D&R,California,GOOGLE
"95843, California, United States",D&R,California,GOOGLE
"95148, California, United States",D&R,California,GOOGLE
"92065, California, United States",D&R,California,GOOGLE
"95060, California, United States",D&R,California,GOOGLE
"95683, California, United States",D&R,California,GOOGLE
"92833, California, United States",D&R,California,GOOGLE
"92630, California, United States",D&R,California,GOOGLE
"93010, California, United States",D&R,California,GOOGLE
"95651, California, United States",D&R,California,GOOGLE
"92316, California, United States",D&R,California,GOOGLE
"94577, California, United States",D&R,California,GOOGLE
"95811, California, United States",D&R,California,GOOGLE
"91326, California, United States",D&R,California,GOOGLE
"92106, California, United States",D&R,California,GOOGLE
"91406, California, United States",D&R,California,GOOGLE
"92584, California, United States",D&R,California,GOOGLE
"93245, California, United States",D&R,California,GOOGLE
"92091, California, United States",D&R,California,GOOGLE
"93225, California, United States",D&R,California,GOOGLE
"92782, California, United States",D&R,California,GOOGLE
"93108, California, United States",D&R,California,GOOGLE
"93004, California, United States",D&R,California,GOOGLE
"94947, California, United States",D&R,California,GOOGLE
"95117, California, United States",D&R,California,GOOGLE
"93906, California, United States",D&R,California,GOOGLE
"92394, California, United States",D&R,California,GOOGLE
"95141, California, United States",D&R,California,GOOGLE
"90806, California, United States",D&R,California,GOOGLE
"94517, California, United States",D&R,California,GOOGLE
"93033, California, United States",D&R,California,GOOGLE
"91030, California, United States",D&R,California,GOOGLE
"94515, California, United States",D&R,California,GOOGLE
"95714, California, United States",D&R,California,GOOGLE
"94021, California, United States",D&R,California,GOOGLE
"90006, California, United States",D&R,California,GOOGLE
"90042, California, United States",D&R,California,GOOGLE
"90250, California, United States",D&R,California,GOOGLE
"95820, California, United States",D&R,California,GOOGLE
"90402, California, United States",D&R,California,GOOGLE
"91001, California, United States",D&R,California,GOOGLE
"95672, California, United States",D&R,California,GOOGLE
"90049, California, United States",D&R,California,GOOGLE
"92358, California, United States",D&R,California,GOOGLE
"92371, California, United States",D&R,California,GOOGLE
"92220, California, United States",D&R,California,GOOGLE
"92570, California, United States",D&R,California,GOOGLE
"94116, California, United States",D&R,California,GOOGLE
"90247, California, United States",D&R,California,GOOGLE
"92201, California, United States",D&R,California,GOOGLE
"94720, California, United States",D&R,California,GOOGLE
"92543, California, United States",D&R,California,GOOGLE
"93737, California, United States",D&R,California,GOOGLE
"90803, California, United States",D&R,California,GOOGLE
"95062, California, United States",D&R,California,GOOGLE
"90403, California, United States",D&R,California,GOOGLE
"95746, California, United States",D&R,California,GOOGLE
"93063, California, United States",D&R,California,GOOGLE
"92321, California, United States",D&R,California,GOOGLE
"92236, California, United States",D&R,California,GOOGLE
"93710, California, United States",D&R,California,GOOGLE
"94544, California, United States",D&R,California,GOOGLE
"95023, California, United States",D&R,California,GOOGLE
"92037, California, United States",D&R,California,GOOGLE
"94507, California, United States",D&R,California,GOOGLE
"92868, California, United States",D&R,California,GOOGLE
"92604, California, United States",D&R,California,GOOGLE
"92675, California, United States",D&R,California,GOOGLE
"95660, California, United States",D&R,California,GOOGLE
"94110, California, United States",D&R,California,GOOGLE
"90037, California, United States",D&R,California,GOOGLE
"93510, California, United States",D&R,California,GOOGLE
"92067, California, United States",D&R,California,GOOGLE
"95336, California, United States",D&R,California,GOOGLE
"90028, California, United States",D&R,California,GOOGLE
"94060, California, United States",D&R,California,GOOGLE
"90071, California, United States",D&R,California,GOOGLE
"94937, California, United States",D&R,California,GOOGLE
"94014, California, United States",D&R,California,GOOGLE
"92024, California, United States",D&R,California,GOOGLE
"94533, California, United States",D&R,California,GOOGLE
"92845, California, United States",D&R,California,GOOGLE
"91708, California, United States",D&R,California,GOOGLE
"90240, California, United States",D&R,California,GOOGLE
"95658, California, United States",D&R,California,GOOGLE
"94938, California, United States",D&R,California,GOOGLE
"91723, California, United States",D&R,California,GOOGLE
"94549, California, United States",D&R,California,GOOGLE
"91202, California, United States",D&R,California,GOOGLE
"95610, California, United States",D&R,California,GOOGLE
"92392, California, United States",D&R,California,GOOGLE
"91711, California, United States",D&R,California,GOOGLE
"94303, California, United States",D&R,California,GOOGLE
"93609, California, United States",D&R,California,GOOGLE
"94526, California, United States",D&R,California,GOOGLE
"95602, California, United States",D&R,California,GOOGLE
"95382, California, United States",D&R,California,GOOGLE
"91204, California, United States",D&R,California,GOOGLE
"93726, California, United States",D&R,California,GOOGLE
"92139, California, United States",D&R,California,GOOGLE
"93616, California, United States",D&R,California,GOOGLE
"94040, California, United States",D&R,California,GOOGLE
"94115, California, United States",D&R,California,GOOGLE
"91344, California, United States",D&R,California,GOOGLE
"92557, California, United States",D&R,California,GOOGLE
"91325, California, United States",D&R,California,GOOGLE
"90740, California, United States",D&R,California,GOOGLE
"90242, California, United States",D&R,California,GOOGLE
"91763, California, United States",D&R,California,GOOGLE
"92376, California, United States",D&R,California,GOOGLE
"95757, California, United States",D&R,California,GOOGLE
"92887, California, United States",D&R,California,GOOGLE
"92040, California, United States",D&R,California,GOOGLE
"92677, California, United States",D&R,California,GOOGLE
"91730, California, United States",D&R,California,GOOGLE
"94124, California, United States",D&R,California,GOOGLE
"94571, California, United States",D&R,California,GOOGLE
"91011, California, United States",D&R,California,GOOGLE
"93111, California, United States",D&R,California,GOOGLE
"90201, California, United States",D&R,California,GOOGLE
"90089, California, United States",D&R,California,GOOGLE
"95836, California, United States",D&R,California,GOOGLE
"91354, California, United States",D&R,California,GOOGLE
"92008, California, United States",D&R,California,GOOGLE
"94066, California, United States",D&R,California,GOOGLE
"91770, California, United States",D&R,California,GOOGLE
"92061, California, United States",D&R,California,GOOGLE
"90680, California, United States",D&R,California,GOOGLE
"95693, California, United States",D&R,California,GOOGLE
"92346, California, United States",D&R,California,GOOGLE
"91301, California, United States",D&R,California,GOOGLE
"92071, California, United States",D&R,California,GOOGLE
"94930, California, United States",D&R,California,GOOGLE
"91108, California, United States",D&R,California,GOOGLE
"90069, California, United States",D&R,California,GOOGLE
"90222, California, United States",D&R,California,GOOGLE
"94605, California, United States",D&R,California,GOOGLE
"90027, California, United States",D&R,California,GOOGLE
"94103, California, United States",D&R,California,GOOGLE
"95638, California, United States",D&R,California,GOOGLE
"94621, California, United States",D&R,California,GOOGLE
"91601, California, United States",D&R,California,GOOGLE
"93022, California, United States",D&R,California,GOOGLE
"92028, California, United States",D&R,California,GOOGLE
"94579, California, United States",D&R,California,GOOGLE
"90265, California, United States",D&R,California,GOOGLE
"94508, California, United States",D&R,California,GOOGLE
"95635, California, United States",D&R,California,GOOGLE
"92587, California, United States",D&R,California,GOOGLE
"94583, California, United States",D&R,California,GOOGLE
"93117, California, United States",D&R,California,GOOGLE
"94085, California, United States",D&R,California,GOOGLE
"95054, California, United States",D&R,California,GOOGLE
"93901, California, United States",D&R,California,GOOGLE
"95830, California, United States",D&R,California,GOOGLE
"95317, California, United States",D&R,California,GOOGLE
"92354, California, United States",D&R,California,GOOGLE
"93654, California, United States",D&R,California,GOOGLE
"90010, California, United States",D&R,California,GOOGLE
"92230, California, United States",D&R,California,GOOGLE
"93274, California, United States",D&R,California,GOOGLE
"93723, California, United States",D&R,California,GOOGLE
"95901, California, United States",D&R,California,GOOGLE
"94708, California, United States",D&R,California,GOOGLE
"95946, California, United States",D&R,California,GOOGLE
"93013, California, United States",D&R,California,GOOGLE
"94402, California, United States",D&R,California,GOOGLE
"94403, California, United States",D&R,California,GOOGLE
"95957, California, United States",D&R,California,GOOGLE
"94576, California, United States",D&R,California,GOOGLE
"95112, California, United States",D&R,California,GOOGLE
"90277, California, United States",D&R,California,GOOGLE
"92211, California, United States",D&R,California,GOOGLE
"92301, California, United States",D&R,California,GOOGLE
"95620, California, United States",D&R,California,GOOGLE
"91945, California, United States",D&R,California,GOOGLE
"92614, California, United States",D&R,California,GOOGLE
"91352, California, United States",D&R,California,GOOGLE
"94608, California, United States",D&R,California,GOOGLE
"93625, California, United States",D&R,California,GOOGLE
"92841, California, United States",D&R,California,GOOGLE
"90241, California, United States",D&R,California,GOOGLE
"94965, California, United States",D&R,California,GOOGLE
"90270, California, United States",D&R,California,GOOGLE
"92264, California, United States",D&R,California,GOOGLE
"90077, California, United States",D&R,California,GOOGLE
"95838, California, United States",D&R,California,GOOGLE
"95637, California, United States",D&R,California,GOOGLE
"92327, California, United States",D&R,California,GOOGLE
"90255, California, United States",D&R,California,GOOGLE
"93610, California, United States",D&R,California,GOOGLE
"94010, California, United States",D&R,California,GOOGLE
"95110, California, United States",D&R,California,GOOGLE
"95678, California, United States",D&R,California,GOOGLE
"95032, California, United States",D&R,California,GOOGLE
"94401, California, United States",D&R,California,GOOGLE
"93630, California, United States",D&R,California,GOOGLE
"93551, California, United States",D&R,California,GOOGLE
"91367, California, United States",D&R,California,GOOGLE
"92624, California, United States",D&R,California,GOOGLE
"94065, California, United States",D&R,California,GOOGLE
"95012, California, United States",D&R,California,GOOGLE
"92117, California, United States",D&R,California,GOOGLE
"92583, California, United States",D&R,California,GOOGLE
"90275, California, United States",D&R,California,GOOGLE
"93615, California, United States",D&R,California,GOOGLE
"91978, California, United States",D&R,California,GOOGLE
"95818, California, United States",D&R,California,GOOGLE
"93064, California, United States",D&R,California,GOOGLE
"93631, California, United States",D&R,California,GOOGLE
"90603, California, United States",D&R,California,GOOGLE
"94803, California, United States",D&R,California,GOOGLE
"95822, California, United States",D&R,California,GOOGLE
"94565, California, United States",D&R,California,GOOGLE
"92145, California, United States",D&R,California,GOOGLE
"93272, California, United States",D&R,California,GOOGLE
"95903, California, United States",D&R,California,GOOGLE
"92262, California, United States",D&R,California,GOOGLE
"90631, California, United States",D&R,California,GOOGLE
"91042, California, United States",D&R,California,GOOGLE
"90021, California, United States",D&R,California,GOOGLE
"93101, California, United States",D&R,California,GOOGLE
"95116, California, United States",D&R,California,GOOGLE
"92840, California, United States",D&R,California,GOOGLE
"95626, California, United States",D&R,California,GOOGLE
"94619, California, United States",D&R,California,GOOGLE
"91214, California, United States",D&R,California,GOOGLE
"90232, California, United States",D&R,California,GOOGLE
"95670, California, United States",D&R,California,GOOGLE
"95039, California, United States",D&R,California,GOOGLE
"94123, California, United States",D&R,California,GOOGLE
"95050, California, United States",D&R,California,GOOGLE
"92507, California, United States",D&R,California,GOOGLE
"90710, California, United States",D&R,California,GOOGLE
"93544, California, United States",D&R,California,GOOGLE
"93221, California, United States",D&R,California,GOOGLE
"91361, California, United States",D&R,California,GOOGLE
"90744, California, United States",D&R,California,GOOGLE
"95304, California, United States",D&R,California,GOOGLE
"91340, California, United States",D&R,California,GOOGLE
"91007, California, United States",D&R,California,GOOGLE
"94516, California, United States",D&R,California,GOOGLE
"94963, California, United States",D&R,California,GOOGLE
"95140, California, United States",D&R,California,GOOGLE
"92562, California, United States",D&R,California,GOOGLE
"93536, California, United States",D&R,California,GOOGLE
"92325, California, United States",D&R,California,GOOGLE
"95237, California, United States",D&R,California,GOOGLE
"95832, California, United States",D&R,California,GOOGLE
"93036, California, United States",D&R,California,GOOGLE
"92648, California, United States",D&R,California,GOOGLE
"95037, California, United States",D&R,California,GOOGLE
"91302, California, United States",D&R,California,GOOGLE
"94131, California, United States",D&R,California,GOOGLE
"91207, California, United States",D&R,California,GOOGLE
"95075, California, United States",D&R,California,GOOGLE
"95376, California, United States",D&R,California,GOOGLE
"91803, California, United States",D&R,California,GOOGLE
"95667, California, United States",D&R,California,GOOGLE
"91403, California, United States",D&R,California,GOOGLE
"93242, California, United States",D&R,California,GOOGLE
"92284, California, United States",D&R,California,GOOGLE
"92084, California, United States",D&R,California,GOOGLE
"95357, California, United States",D&R,California,GOOGLE
"95316, California, United States",D&R,California,GOOGLE
"95313, California, United States",D&R,California,GOOGLE
"94122, California, United States",D&R,California,GOOGLE
"92210, California, United States",D&R,California,GOOGLE
"92241, California, United States",D&R,California,GOOGLE
"92882, California, United States",D&R,California,GOOGLE
"95982, California, United States",D&R,California,GOOGLE
"91502, California, United States",D&R,California,GOOGLE
"90272, California, United States",D&R,California,GOOGLE
"91345, California, United States",D&R,California,GOOGLE
"93543, California, United States",D&R,California,GOOGLE
"95633, California, United States",D&R,California,GOOGLE
"95993, California, United States",D&R,California,GOOGLE
"95365, California, United States",D&R,California,GOOGLE
"95236, California, United States",D&R,California,GOOGLE
"92131, California, United States",D&R,California,GOOGLE
"91914, California, United States",D&R,California,GOOGLE
"94546, California, United States",D&R,California,GOOGLE
"92027, California, United States",D&R,California,GOOGLE
"94601, California, United States",D&R,California,GOOGLE
"94080, California, United States",D&R,California,GOOGLE
"91606, California, United States",D&R,California,GOOGLE
"92679, California, United States",D&R,California,GOOGLE
"93923, California, United States",D&R,California,GOOGLE
"92691, California, United States",D&R,California,GOOGLE
"95686, California, United States",D&R,California,GOOGLE
"92391, California, United States",D&R,California,GOOGLE
"90840, California, United States",D&R,California,GOOGLE
"91762, California, United States",D&R,California,GOOGLE
"94128, California, United States",D&R,California,GOOGLE
"95131, California, United States",D&R,California,GOOGLE
"94519, California, United States",D&R,California,GOOGLE
"92869, California, United States",D&R,California,GOOGLE
"91504, California, United States",D&R,California,GOOGLE
"92026, California, United States",D&R,California,GOOGLE
"91910, California, United States",D&R,California,GOOGLE
"92020, California, United States",D&R,California,GOOGLE
"93612, California, United States",D&R,California,GOOGLE
"91915, California, United States",D&R,California,GOOGLE
"93012, California, United States",D&R,California,GOOGLE
"94960, California, United States",D&R,California,GOOGLE
"94924, California, United States",D&R,California,GOOGLE
"91722, California, United States",D&R,California,GOOGLE
"95945, California, United States",D&R,California,GOOGLE
"90713, California, United States",D&R,California,GOOGLE
"92136, California, United States",D&R,California,GOOGLE
"92563, California, United States",D&R,California,GOOGLE
"93636, California, United States",D&R,California,GOOGLE
"95682, California, United States",D&R,California,GOOGLE
"92260, California, United States",D&R,California,GOOGLE
"93933, California, United States",D&R,California,GOOGLE
"94037, California, United States",D&R,California,GOOGLE
"93040, California, United States",D&R,California,GOOGLE
"92692, California, United States",D&R,California,GOOGLE
"92780, California, United States",D&R,California,GOOGLE
"93110, California, United States",D&R,California,GOOGLE
"95207, California, United States",D&R,California,GOOGLE
"93908, California, United States",D&R,California,GOOGLE
"92107, California, United States",D&R,California,GOOGLE
"94024, California, United States",D&R,California,GOOGLE
"95641, California, United States",D&R,California,GOOGLE
"92134, California, United States",D&R,California,GOOGLE
"94586, California, United States",D&R,California,GOOGLE
"90808, California, United States",D&R,California,GOOGLE
"91784, California, United States",D&R,California,GOOGLE
"95864, California, United States",D&R,California,GOOGLE
"93955, California, United States",D&R,California,GOOGLE
"91709, California, United States",D&R,California,GOOGLE
"92019, California, United States",D&R,California,GOOGLE
"93953, California, United States",D&R,California,GOOGLE
"94945, California, United States",D&R,California,GOOGLE
"94703, California, United States",D&R,California,GOOGLE
"91604, California, United States",D&R,California,GOOGLE
"92603, California, United States",D&R,California,GOOGLE
"94535, California, United States",D&R,California,GOOGLE
"92860, California, United States",D&R,California,GOOGLE
"92866, California, United States",D&R,California,GOOGLE
"95337, California, United States",D&R,California,GOOGLE
"94112, California, United States",D&R,California,GOOGLE
"90670, California, United States",D&R,California,GOOGLE
"94578, California, United States",D&R,California,GOOGLE
"93950, California, United States",D&R,California,GOOGLE
"92831, California, United States",D&R,California,GOOGLE
"94611, California, United States",D&R,California,GOOGLE
"90041, California, United States",D&R,California,GOOGLE
"92315, California, United States",D&R,California,GOOGLE
"95211, California, United States",D&R,California,GOOGLE
"92308, California, United States",D&R,California,GOOGLE
"95608, California, United States",D&R,California,GOOGLE
"90058, California, United States",D&R,California,GOOGLE
"92105, California, United States",D&R,California,GOOGLE
"92003, California, United States",D&R,California,GOOGLE
"94105, California, United States",D&R,California,GOOGLE
"94946, California, United States",D&R,California,GOOGLE
"90305, California, United States",D&R,California,GOOGLE
"90601, California, United States",D&R,California,GOOGLE
"91789, California, United States",D&R,California,GOOGLE
"94134, California, United States",D&R,California,GOOGLE
"94555, California, United States",D&R,California,GOOGLE
"92843, California, United States",D&R,California,GOOGLE
"91016, California, United States",D&R,California,GOOGLE
"93251, California, United States",D&R,California,GOOGLE
"92083, California, United States",D&R,California,GOOGLE
"94089, California, United States",D&R,California,GOOGLE
"95005, California, United States",D&R,California,GOOGLE
"92341, California, United States",D&R,California,GOOGLE
"94590, California, United States",D&R,California,GOOGLE
"91745, California, United States",D&R,California,GOOGLE
"92111, California, United States",D&R,California,GOOGLE
"91950, California, United States",D&R,California,GOOGLE
"91737, California, United States",D&R,California,GOOGLE
"90045, California, United States",D&R,California,GOOGLE
"95687, California, United States",D&R,California,GOOGLE
"91750, California, United States",D&R,California,GOOGLE
"94804, California, United States",D&R,California,GOOGLE
"90606, California, United States",D&R,California,GOOGLE
"92014, California, United States",D&R,California,GOOGLE
"95664, California, United States",D&R,California,GOOGLE
"92591, California, United States",D&R,California,GOOGLE
"95616, California, United States",D&R,California,GOOGLE
"95377, California, United States",D&R,California,GOOGLE
"94588, California, United States",D&R,California,GOOGLE
"95690, California, United States",D&R,California,GOOGLE
"90056, California, United States",D&R,California,GOOGLE
"95206, California, United States",D&R,California,GOOGLE
"91765, California, United States",D&R,California,GOOGLE
"90248, California, United States",D&R,California,GOOGLE
"92253, California, United States",D&R,California,GOOGLE
"92374, California, United States",D&R,California,GOOGLE
"92805, California, United States",D&R,California,GOOGLE
"92555, California, United States",D&R,California,GOOGLE
"95621, California, United States",D&R,California,GOOGLE
"93277, California, United States",D&R,California,GOOGLE
"94702, California, United States",D&R,California,GOOGLE
"95841, California, United States",D&R,California,GOOGLE
"94514, California, United States",D&R,California,GOOGLE
"94520, California, United States",D&R,California,GOOGLE
"90063, California, United States",D&R,California,GOOGLE
"95326, California, United States",D&R,California,GOOGLE
"90501, California, United States",D&R,California,GOOGLE
"92551, California, United States",D&R,California,GOOGLE
"90061, California, United States",D&R,California,GOOGLE
"94547, California, United States",D&R,California,GOOGLE
"95320, California, United States",D&R,California,GOOGLE
"94531, California, United States",D&R,California,GOOGLE
"93657, California, United States",D&R,California,GOOGLE
"90814, California, United States",D&R,California,GOOGLE
"92625, California, United States",D&R,California,GOOGLE
"93626, California, United States",D&R,California,GOOGLE
"93066, California, United States",D&R,California,GOOGLE
"95648, California, United States",D&R,California,GOOGLE
"95124, California, United States",D&R,California,GOOGLE
"95219, California, United States",D&R,California,GOOGLE
"92128, California, United States",D&R,California,GOOGLE
"91105, California, United States",D&R,California,GOOGLE
"92861, California, United States",D&R,California,GOOGLE
"94706, California, United States",D&R,California,GOOGLE
"91733, California, United States",D&R,California,GOOGLE
"90293, California, United States",D&R,California,GOOGLE
"95341, California, United States",D&R,California,GOOGLE
"95126, California, United States",D&R,California,GOOGLE
"94560, California, United States",D&R,California,GOOGLE
"93001, California, United States",D&R,California,GOOGLE
"91201, California, United States",D&R,California,GOOGLE
"92011, California, United States",D&R,California,GOOGLE
"93925, California, United States",D&R,California,GOOGLE
"94020, California, United States",D&R,California,GOOGLE
"95220, California, United States",D&R,California,GOOGLE
"95363, California, United States",D&R,California,GOOGLE
"90712, California, United States",D&R,California,GOOGLE
"93701, California, United States",D&R,California,GOOGLE
"94107, California, United States",D&R,California,GOOGLE
